node_id,X_m,Y_m,Z_m,Temperature_C
498,0.0046219800000004,0.0087550139999999,0.0,728.11
499,0.0506730000000006,0.0070600069999999,0.0,603.08
500,0.0572462000000007,0.0072659999999999,0.0,560.46
501,0.0569553300000001,0.0067680029999999,0.0,561.73
502,0.0567531500000005,0.007273004,0.0,562.72
503,0.07661914,0.0077680049999999,0.0,570.06
504,0.0761232300000003,0.0077670069999999,0.0,567.4
505,0.0763592700000002,0.008272007,0.0,568.45
506,0.0093550600000007,0.0094360119999999,0.0,690.85
507,0.0098180700000005,0.0097300119999999,0.0,690.64
508,0.0831980699999999,0.0095530009999999,0.0,609.45
509,0.0831432300000001,0.010123,0.0,609.59
510,0.0835561700000005,0.009855002,0.0,611.22
511,0.0831871,0.010655001,0.0,610.23
512,0.0827503200000006,0.010416001,0.0,608.16
513,0.0910263000000002,0.013885007,0.0,621.75
514,0.0906181300000002,0.013568014,0.0,622.18
515,0.0906062100000007,0.014161006,0.0,621.44
516,0.0900139800000002,0.013327003,0.0,622.53
517,0.0900449700000001,0.012727008,0.0,623.42
518,0.0921421000000002,0.007909,0.0,674.3
519,0.09244203,0.0083980119999999,0.0,680.97
520,0.0920529300000004,0.013701007,0.0,621.82
521,0.0913190799999999,0.013336003,0.0,622.35
522,0.0901770500000003,0.013917014,0.0,621.75
523,0.0893402100000005,0.006694004,0.0,643.74
524,0.0890812800000003,0.0062630029999999,0.0,642.11
525,0.0888199800000002,0.0068709999999999,0.0,639.66
526,0.08759403,0.012451008,0.0,622.27
527,0.0881152100000007,0.012067005,0.0,623.42
528,0.0876049999999999,0.011831001,0.0,623.01
529,0.08900737,0.0099780119999999,0.0,630.32
530,0.0896243999999999,0.009638012,0.0,633.4
531,0.0932011600000004,0.012870014,0.0,622.33
532,0.0926232300000001,0.012392,0.0,622.8
533,0.0926489799999999,0.013301,0.0,622.1
534,0.0871739300000005,0.0063020139999999,0.0,630.23
535,0.0867662400000002,0.006390006,0.0,628.02
536,0.0871381700000002,0.0069840109999999,0.0,629.46
537,0.0948691300000002,0.0070120099999999,0.0,700.92
538,0.0949063300000006,0.0065370059999999,0.0,702.1
539,0.0944561900000007,0.006664008,0.0,697.16
540,0.09347438,0.015535012,0.0,620.12
541,0.17498397,0.063538999,0.0,352.3
542,0.175856110000001,0.062791005,0.0,352.11
543,0.17502212,0.062440008,0.0,352.55
544,0.10791206,0.013596013,0.0,646.14
545,0.10723733,0.01388,0.0,648.41
546,0.10796737,0.014198005,0.0,642.35
547,0.104669090000001,0.014003009,0.0,649.64
548,0.10538625,0.014057011,0.0,650.49
549,0.10516119,0.013444007,0.0,653.03
550,0.0972080200000001,0.015129,0.0,623.38
551,0.0974502500000005,0.015638009,0.0,623.33
552,0.0977263400000004,0.015112013,0.0,624.33
