grid_i,grid_j,X_m,Y_m,Temperature_C,filled_by_nearest
2,92,0.14618105004395426,0.017623691054260877,469.53691823312886,0
2,93,0.1482623159081159,0.01785267792170577,463.1665898481671,0
2,94,0.15016341347856482,0.018241228276107333,459.0144743904559,0
2,95,0.15189900096191047,0.018779436421701042,456.24578732132744,0
2,96,0.15349765345997343,0.01933142753910372,452.55617041639107,0
2,97,0.15492608561508828,0.01971911505541287,448.2978093888339,0
2,98,0.15626516450722763,0.019909845050110616,445.8453650634857,0
2,99,0.15752084853747944,0.020073827044166694,444.54805027599673,0
2,100,0.1586206685787067,0.02043546385130681,444.00239826568117,0
2,101,0.15951349934974615,0.02117356381396737,443.5482072034671,0
2,102,0.16022824393842497,0.022368587279316624,442.7365851321047,0
2,103,0.16092102338352052,0.02391273276009951,438.7910007574107,0
2,104,0.16177235530330722,0.025506595054054674,433.6205581875512,0
2,105,0.16293373270041075,0.026808219176519005,427.6822581423576,0
2,106,0.16452849317059323,0.0276655499076596,421.4373647568524,0
2,107,0.16650090670658416,0.02810591200839716,415.61968228024375,0
2,108,0.1686920455279802,0.02824853836839573,410.64752965331627,0
2,109,0.17095109683229748,0.02823000097252509,405.82814875503027,0
2,110,0.17316922709894406,0.02818729019429367,401.30689645126836,0
2,111,0.1753268439607409,0.028193110867942885,397.041217098311,0
2,112,0.17743582206151284,0.02824022244648961,392.9478718736291,0
2,113,0.17948311438362882,0.02830505343883253,388.9821726727269,0
2,114,0.18144550104681975,0.02838736630043004,385.15676849371476,0
2,115,0.18330017791376826,0.028484581752959034,381.65204153043436,0
2,116,0.18503467827477713,0.028588633043945124,379.02192829752767,0
2,117,0.18666398277499724,0.028683400464613817,377.41923303037487,0
2,118,0.18825403598678672,0.028745490611186073,376.56976756032105,0
2,119,0.18994572237614282,0.02877544771809306,376.2446527331902,0
2,120,0.19194069626217683,0.02881734606337851,376.31266244897984,0
2,121,0.1944886187982408,0.02897397843362789,376.6651348886745,0
2,122,0.20025739226384331,0.0293203025087951,377.22892600187697,0
3,0,3.554586163258279e-05,0.0036976113922981236,750.714549475116,0
3,1,0.002338034314372528,0.002412674673258339,746.0533325844422,0
3,2,0.004231376945809577,0.0016406351167851524,745.5800501741866,0
3,3,0.006101342239463749,0.0012453691652770744,740.5090407095195,0
3,4,0.007932779614479791,0.0012250897975872841,736.2994672380987,0
3,5,0.009657737604657888,0.0015890705917392764,732.9929430567464,0
3,6,0.011374787347114458,0.0021945946589667733,723.0452720373468,0
3,7,0.013017497522052937,0.002759259963083102,702.4548456473049,0
3,8,0.014757548293112287,0.003257043061056819,681.5979201100025,0
3,9,0.016692162759632135,0.0035822423244860845,665.5998959889638,0
3,10,0.018857007700385117,0.003650876825372649,650.6841566596094,0
3,11,0.02112449455249608,0.0035571467469394037,638.2277321340301,0
3,12,0.023306850943782122,0.0035537185892733063,629.1385381741675,0
3,13,0.02548131626825494,0.003578425551973188,622.9033445673834,0
3,14,0.027655028352756236,0.0036025431993930886,619.4461919661828,0
3,15,0.029828704159792312,0.0036267182730390698,618.7163528409436,0
3,16,0.032004245100622865,0.0036552764506208747,620.7686851805432,0
3,17,0.034195218909123866,0.0037133029670317398,625.6006413212972,0
3,18,0.036441783080560425,0.0038338787477464552,633.4830089033256,0
3,19,0.03858368517816102,0.0037679296878811628,643.8587995064076,0
3,20,0.040496908092832844,0.003414466041309486,655.5210162166233,0
3,21,0.04221874771075452,0.0029260661054321445,673.7530130425484,0
3,22,0.04377389097990084,0.0024491530658421285,697.5103509191332,0
3,23,0.04504499917823229,0.0022752503391558626,712.5688483320018,0
3,24,0.04591548490732798,0.0024159731075529133,718.2304418716345,0
3,25,0.046489946322998354,0.002739224496789774,720.6270441038496,0
3,26,0.046840731363940985,0.0031805854137780345,707.9875198237944,0
3,27,0.047032895813687844,0.0037019314919429103,686.157053723278,0
3,28,0.047188014370808835,0.004288463679493069,658.5631855810394,0
3,29,0.047574079041272845,0.004938803922461562,644.6948524762556,0
3,30,0.04855456565175899,0.005627748187964127,631.4144524169991,0
3,31,0.05020169752291464,0.006288430202130908,608.9017504426544,0
3,32,0.05222173310952314,0.00681652563151321,592.7810164464508,0
3,33,0.05433549616437443,0.007122168828160184,575.9003658376571,0
3,34,0.05643864380594889,0.00729198295129368,564.2522452187027,0
3,35,0.058603119606077496,0.007360198966378366,554.8867812665314,0
3,36,0.06078100631520688,0.007378562340293312,547.9906358738143,0
3,37,0.06298628652809908,0.007348591394793866,543.4759215872922,0
3,38,0.06516139169545988,0.007367274510721685,541.4320659585918,0
3,39,0.06733628783373587,0.007386181390499164,541.7396998360855,0
3,40,0.06951158523025641,0.007406287554360705,544.4037962415155,0
3,41,0.07168733263535192,0.007431615014638953,549.4761997636031,0
3,42,0.07386307858591672,0.007470011560720794,556.9772017623579,0
3,43,0.07603740929882877,0.0075277166458821545,566.9792004541268,0
3,44,0.0782045396420582,0.007580566496355602,579.3493326000868,0
3,45,0.08035060007711957,0.0075742154305625895,592.588324600731,0
3,46,0.08246452902451754,0.007511601264000528,604.7689857734093,0
3,47,0.08452807733157876,0.007431181044299049,615.83171360959,0
3,48,0.08650694148958081,0.007369002262119548,625.797130602177,0
3,49,0.08832207704480345,0.007379257406664915,635.5528794337604,0
3,50,0.0897368761623815,0.007662274942805612,644.616978550355,0
3,51,0.09063864928195707,0.008141312639203297,650.8276657711808,0
3,52,0.09115674593194266,0.008715808000976589,653.3590967073112,0
3,53,0.09142830509036412,0.00934350562085956,647.815587534211,0
3,54,0.09161089371928204,0.009980539036646734,635.7143600834984,0
3,55,0.091950276023474,0.010564667692456623,626.2937274501537,0
3,56,0.09275477038899575,0.011069892912721747,623.258735625588,0
3,57,0.09411881281753545,0.011599944057257597,622.6642640996447,0
3,58,0.09583342343794765,0.012239039053147733,622.7620715871191,0
3,59,0.09763447365725676,0.012798658560132825,623.6404148858933,0
3,60,0.099237646661427,0.013108818645801908,628.0768452128965,0
3,61,0.10059141522281846,0.013164665998211615,635.9578428096903,0
